title,authors,year,venue,doi,url,citation_count,semantic_scholar_id,fields_of_study,s2_fields_of_study
When Your Only Tool Is A Hammer: Ethical Limitations of Algorithmic Fairness Solutions in Healthcare Machine Learning,"M. McCradden, Mjaye L. Mazwi, Shalmali Joshi, James A. Anderson",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3375627.3375824,https://www.semanticscholar.org/paper/1bf03cf7bb60fa84cb4e238478d0606e70c6d9d1,12,1bf03cf7bb60fa84cb4e238478d0606e70c6d9d1,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Learning Occupational Task-Shares Dynamics for the Future of Work,"Subhro Das, Sebastian Steffen, Wyatt Clarke, Prabhat Reddy, Erik Brynjolfsson, M. Fleming",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3375627.3375826,https://www.semanticscholar.org/paper/49bd8a1fed7923934f72be291005bd6be18b73eb,26,49bd8a1fed7923934f72be291005bd6be18b73eb,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Algorithmic Fairness from a Non-ideal Perspective,"S. Fazelpour, Zachary Chase Lipton",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3375627.3375828,https://www.semanticscholar.org/paper/a9a7058b39768ece13608e31341cfb16c4faf2c3,107,a9a7058b39768ece13608e31341cfb16c4faf2c3,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Social Contracts for Non-Cooperative Games,"Alan Davoust, Michael Rovatsos",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3375627.3375829,https://www.semanticscholar.org/paper/246f55206826651330e420554c5bc5d3c05df5b8,5,246f55206826651330e420554c5bc5d3c05df5b8,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]"
Does AI Qualify for the Job?: A Bidirectional Model Mapping Labour and AI Intensities,"Fernando Martínez-Plumed, Songül Tolan, Annarosa Pesole, J. Hernández-Orallo, Enrique Fernández-Macías, Emilia Gómez",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3375627.3375831,https://www.semanticscholar.org/paper/676d0ebede675410c377f2d05a4142310ecfc2e8,21,676d0ebede675410c377f2d05a4142310ecfc2e8,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Diversity and Inclusion Metrics in Subset Selection,"Margaret Mitchell, Dylan Baker, Nyalleng Moorosi, Emily L. Denton, Ben Hutchinson, A. Hanna, Timnit Gebru, Jamie Morgenstern",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3375627.3375832,https://www.semanticscholar.org/paper/a91f396eec7c8c6db1b52af5a9f9fcecc018914a,93,a91f396eec7c8c6db1b52af5a9f9fcecc018914a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]"
"Technocultural Pluralism: A ""Clash of Civilizations"" in Technology?",Osonde A. Osoba,2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3375627.3375834,https://www.semanticscholar.org/paper/d99d13b7798c0c7ebae5160bc0e4f47cd35f40b5,2,d99d13b7798c0c7ebae5160bc0e4f47cd35f40b5,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Scaling Guarantees for Nearest Counterfactual Explanations,"Kiarash Mohammadi, Amir-Hossein Karimi, G. Barthe, Isabel Valera",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462514,https://www.semanticscholar.org/paper/92923234f562dd589e7bf5872898ecaa9ef54501,38,92923234f562dd589e7bf5872898ecaa9ef54501,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]"
FairOD: Fairness-aware Outlier Detection,"Shubhranshu Shekhar, Neil Shah, L. Akoglu",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462517,https://www.semanticscholar.org/paper/2324d25fcbeb11d04dd2956026a5c4d68eac54dd,39,2324d25fcbeb11d04dd2956026a5c4d68eac54dd,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Reflexive Design for Fairness and Other Human Values in Formal Models,"Benjamin Fish, Luke Stark",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462518,https://www.semanticscholar.org/paper/14dcde3a61cb40e31d54237263aa8070a66e02d3,29,14dcde3a61cb40e31d54237263aa8070a66e02d3,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Fair Machine Learning Under Partial Compliance,"Jessica Dai, S. Fazelpour, Zachary Chase Lipton",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462521,https://www.semanticscholar.org/paper/1fa32503bce4f01ab2ccb65dedd374310c488fe8,11,1fa32503bce4f01ab2ccb65dedd374310c488fe8,"['Computer Science', 'Economics', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Economics', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Detecting Emergent Intersectional Biases: Contextualized Word Embeddings Contain a Distribution of Human-like Biases,"W. Guo, Aylin Caliskan",2020,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462536,https://www.semanticscholar.org/paper/7ea0e91c5d5dc73f2133bc46d7ebb6cb83034dae,273,7ea0e91c5d5dc73f2133bc46d7ebb6cb83034dae,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
A Multi-Agent Approach to Combine Reasoning and Learning for an Ethical Behavior,"R. Chaput, Jérémy Duval, O. Boissier, Mathieu Guillermin, S. Hassas",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462515,https://www.semanticscholar.org/paper/5ecffaaad5f7c059d14be348a351f53e8167ecb8,14,5ecffaaad5f7c059d14be348a351f53e8167ecb8,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Towards Unbiased and Accurate Deferral to Multiple Experts,"Vijay Keswani, Matthew Lease, K. Kenthapadi",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462516,https://www.semanticscholar.org/paper/16f7627adccc8fc6108b659bc06f34780d3a588a,85,16f7627adccc8fc6108b659bc06f34780d3a588a,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Emergent Unfairness in Algorithmic Fairness-Accuracy Trade-Off Research,"A. Feder Cooper, Ellen Abrams, NA Na",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462519,https://www.semanticscholar.org/paper/232d0c42a26a54f52266a09e0c7117291402d33c,71,232d0c42a26a54f52266a09e0c7117291402d33c,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Alienation in the AI-Driven Workplace,Kate Vredenburgh,2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462520,https://www.semanticscholar.org/paper/0bbf60c4f30e6e08887e5347afd6d234062cd1ae,1,0bbf60c4f30e6e08887e5347afd6d234062cd1ae,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Ethically Compliant Planning within Moral Communities,"Samer B. Nashed, Justin Svegliato, S. Zilberstein",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462522,https://www.semanticscholar.org/paper/33328fcf24d634016f026ee8c447ca646517aa3c,16,33328fcf24d634016f026ee8c447ca646517aa3c,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Minimax Group Fairness: Algorithms and Experiments,"Emily Diana, Wesley Gill, Michael Kearns, K. Kenthapadi, Aaron Roth",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462523,https://www.semanticscholar.org/paper/9490bc8ae617d9816326ef759bc1efccdafd9553,120,9490bc8ae617d9816326ef759bc1efccdafd9553,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Mathematics', 'source': 's2-fos-model'}]"
Blind Justice: Algorithmically Masking Race in Charging Decisions,"Alex Chohlas-Wood, Joe Nudell, Zhiyuan Jerry Lin, Julian Nyarko, Sharad Goel",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462524,https://www.semanticscholar.org/paper/1559bd50a4f97a9a9da4f6bdec5fd4ce7dc95f74,24,1559bd50a4f97a9a9da4f6bdec5fd4ce7dc95f74,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Surveilling Surveillance: Estimating the Prevalence of Surveillance Cameras with Street View Data,"Hao Sheng, Keniel Yao, Sharad Goel",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462525,https://www.semanticscholar.org/paper/b609c4095777d0ecfd4d6d36964c4fe025acf64a,23,b609c4095777d0ecfd4d6d36964c4fe025acf64a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Artificial Intelligence and the Purpose of Social Systems,"Sebastian Benthall, Jake Goldenfein",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462526,https://www.semanticscholar.org/paper/d257492a35505b9cde4ea752636b770c989caf53,15,d257492a35505b9cde4ea752636b770c989caf53,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Machine Learning Practices Outside Big Tech: How Resource Constraints Challenge Responsible Development,"Aspen K. Hopkins, S. Booth",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462527,https://www.semanticscholar.org/paper/eeb5fcf21ec7353ae9254d72aa7942db965c1084,50,eeb5fcf21ec7353ae9254d72aa7942db965c1084,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]"
Fairness and Data Protection Impact Assessments,"Atoosa Kasirzadeh, Damian Clifford",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462528,https://www.semanticscholar.org/paper/c7431f474857a1dce80543ac807a87fc65042c44,9,c7431f474857a1dce80543ac807a87fc65042c44,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}]"
Precarity: Modeling the Long Term Effects of Compounded Decisions on Individual Instability,"Pegah Nokhiz, Aravinda Kanchana Ruwanpathirana, Neal Patwari, S. Venkatasubramanian",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462529,https://www.semanticscholar.org/paper/55a21252d35576d353539a5c1f313561c016494a,9,55a21252d35576d353539a5c1f313561c016494a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Gender Bias and Under-Representation in Natural Language Processing Across Human Languages,"Abigail V. Matthews, Yan Chen, Christopher Mahoney, Isabella Grasso, Esma Wali, Abigail V. Matthews, Thomas Middleton, Mariama Njie, J. Matthews",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462530,https://www.semanticscholar.org/paper/89d17b41448ab85a13931eb72482eb7017063199,37,89d17b41448ab85a13931eb72482eb7017063199,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Linguistics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Algorithmic Hiring in Practice: Recruiter and HR Professional's Perspectives on AI Use in Hiring,"Lan Li, Tina B. Lassiter, Joohee Oh, Min Kyung Lee",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462531,https://www.semanticscholar.org/paper/5b097aa90d1964e016b4d712f5d66b909d94dc22,107,5b097aa90d1964e016b4d712f5d66b909d94dc22,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 's2-fos-model'}]"
Measuring Automated Influence: Between Empirical Evidence and Ethical Values,"Daniel Susser, Vincent Grimaldi",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462532,https://www.semanticscholar.org/paper/68b61caaaeafbefcc7a6e460be354c395130351b,28,68b61caaaeafbefcc7a6e460be354c395130351b,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
"Blacklists and Redlists in the Chinese Social Credit System: Diversity, Flexibility, and Comprehensiveness","Severin Engelmann, Mo Chen, Lorenz Dang, Jens Grossklags",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462535,https://www.semanticscholar.org/paper/4c78bc9ece7a834e41dfa77c708b0b81ae0cfd4a,26,4c78bc9ece7a834e41dfa77c708b0b81ae0cfd4a,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}]"
Co-design and Ethical Artificial Intelligence for Health: Myths and Misconceptions,"Joseph Donia, J. Shaw",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462537,https://www.semanticscholar.org/paper/b8b20d4cef6d4b5c4cdd22f5c4af656f702456e2,11,b8b20d4cef6d4b5c4cdd22f5c4af656f702456e2,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
On the Validity of Arrest as a Proxy for Offense: Race and the Likelihood of Arrest for Violent Crimes,"Riccardo Fogliato, Alice Xiang, Zachary C. Lipton, D. Nagin, Alexandra Chouldechova",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462538,https://www.semanticscholar.org/paper/819feafe5071816b96e75a99b8eae95980a9e956,44,819feafe5071816b96e75a99b8eae95980a9e956,"['Computer Science', 'Mathematics']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Hard Choices and Hard Limits in Artificial Intelligence,B. Goodman,2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462539,https://www.semanticscholar.org/paper/b0131dc02b155d10557017dcd9b338922a09cabe,5,b0131dc02b155d10557017dcd9b338922a09cabe,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Fairness for Unobserved Characteristics: Insights from Technological Impacts on Queer Communities,"Nenad Tomasev, Kevin R. McKee, J. Kay, Shakir Mohamed",2021,"AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462540,https://www.semanticscholar.org/paper/4dee62e432150b49d210d6776f55610b2283105d,105,4dee62e432150b49d210d6776f55610b2283105d,"['Computer Science', 'Sociology']","[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Sociology', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
